is_customer,duration_mths,credit_hist,purpose,credit_amt,savings,employed,installment_rate_pct,sex_status,guarantors,same_resid_since,property,age,other_installment_plans,housing,n_credits_this_bank,job,dependents,phone,foreign_worker,target
no checking account,15,delay in paying off in the past,furniture/equipment,960,>= 1M,4 - 7 years,3,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,no,yes,1
no checking account,12,critical account/  other credits existing (not at this bank),car (new),1163,500k - 1M,1 - 4 years  ,4,male:single,none,4,real estate,44,none,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,6,delay in paying off in the past,car (new),1209,< 100k,unemployed,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,12,exist paid till now,radio/television,3077,< 100k,1 - 4 years  ,2,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,skilled employee / official,1,yes,yes,1
no checking account,24,exist paid till now,car (new),3757,< 100k,>= 7 years,4,female:divorced/separated/married,co-applicant,4,unknown / no property,62,none,for free,1,skilled employee / official,1,yes,yes,1
no checking account,10,exist paid till now,car (new),1418,100k - 500k,1 - 4 years  ,3,male:single,none,2,real estate,35,none,rent,1,unskilled - resident,1,no,no,1
no checking account,6,exist paid till now,car (new),3518,< 100k,1 - 4 years  ,2,male:single,guarantor,3,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,skilled employee / official,1,no,yes,1
no checking account,12,critical account/  other credits existing (not at this bank),radio/television,1934,< 100k,>= 7 years,2,male:single,none,2,unknown / no property,26,none,own,2,skilled employee / official,1,no,yes,1
0 - 200k,27,no credits taken/ all paid,business,8318,< 100k,>= 7 years,2,female:divorced/separated/married,none,4,unknown / no property,42,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,6,critical account/  other credits existing (not at this bank),radio/television,1237,100k - 500k,1 - 4 years  ,1,female:divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,no,yes,1
0 - 200k,6,exist paid till now,radio/television,368,unknown/ no savings account,>= 7 years,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,skilled employee / official,1,no,yes,1
<0,12,critical account/  other credits existing (not at this bank),car (new),2122,< 100k,1 - 4 years  ,3,male:single,none,2,real estate,39,none,rent,2,unskilled - resident,2,no,no,1
<0,24,exist paid till now,furniture/equipment,2996,unknown/ no savings account,1 - 4 years  ,2,male:married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,no,yes,0
0 - 200k,36,exist paid till now,furniture/equipment,9034,100k - 500k,< 1 year,4,male:single,co-applicant,1,unknown / no property,29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,24,critical account/  other credits existing (not at this bank),furniture/equipment,1585,< 100k,4 - 7 years,4,male:single,none,3,if not A121 : building society savings agreement/ life insurance,40,none,own,2,skilled employee / official,1,no,yes,1
0 - 200k,18,exist paid till now,radio/television,1301,< 100k,>= 7 years,4,male:married/widowed,guarantor,2,real estate,32,none,own,1,unskilled - resident,1,no,yes,1
>= 200k,6,critical account/  other credits existing (not at this bank),car (new),1323,100k - 500k,>= 7 years,2,male:divorced/separated,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,2,yes,yes,1
<0,24,exist paid till now,car (new),3123,< 100k,< 1 year,4,female:divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,no,yes,0
<0,36,exist paid till now,car (used),5493,< 100k,>= 7 years,2,male:single,none,4,unknown / no property,42,none,for free,1,skilled employee / official,2,no,yes,1
>= 200k,9,exist paid till now,radio/television,1126,100k - 500k,>= 7 years,2,male:divorced/separated,none,4,real estate,49,none,own,1,skilled employee / official,1,no,yes,1
0 - 200k,24,critical account/  other credits existing (not at this bank),radio/television,1216,100k - 500k,< 1 year,4,male:single,none,4,unknown / no property,38,bank,own,2,skilled employee / official,2,no,yes,0
<0,24,exist paid till now,car (new),1207,< 100k,< 1 year,4,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,no,yes,0
no checking account,10,exist paid till now,car (new),1309,unknown/ no savings account,1 - 4 years  ,4,male:single,guarantor,4,if not A121 : building society savings agreement/ life insurance,27,none,own,1,unskilled - resident,1,no,yes,0
>= 200k,15,critical account/  other credits existing (not at this bank),car (used),2360,500k - 1M,1 - 4 years  ,2,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,15,this bank all paid,car (new),6850,100k - 500k,unemployed,1,male:single,none,2,if not A121 : building society savings agreement/ life insurance,34,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,yes,yes,0
no checking account,24,exist paid till now,radio/television,1413,< 100k,1 - 4 years  ,4,male:married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,no,yes,1
no checking account,39,exist paid till now,car (used),8588,100k - 500k,>= 7 years,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
<0,12,exist paid till now,car (new),759,< 100k,4 - 7 years,4,male:single,none,2,real estate,26,none,own,1,skilled employee / official,1,no,yes,0
no checking account,36,exist paid till now,car (used),4686,< 100k,1 - 4 years  ,2,male:single,none,2,unknown / no property,32,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
>= 200k,15,exist paid till now,business,2687,< 100k,4 - 7 years,2,male:single,none,4,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,skilled employee / official,1,yes,yes,1
0 - 200k,12,delay in paying off in the past,radio/television,585,< 100k,1 - 4 years  ,4,male:married/widowed,co-applicant,4,real estate,20,none,rent,2,skilled employee / official,1,no,yes,1
no checking account,24,exist paid till now,car (new),2255,unknown/ no savings account,< 1 year,4,male:single,none,1,if not A121 : building society savings agreement/ life insurance,54,none,own,1,skilled employee / official,1,no,yes,1
<0,6,critical account/  other credits existing (not at this bank),car (new),609,< 100k,4 - 7 years,4,female:divorced/separated/married,none,3,if not A121 : building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1,no,no,1
<0,6,critical account/  other credits existing (not at this bank),car (new),1361,< 100k,< 1 year,2,male:single,none,4,real estate,40,none,own,1,unskilled - resident,2,no,no,1
no checking account,36,critical account/  other credits existing (not at this bank),furniture/equipment,7127,< 100k,< 1 year,2,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,2,skilled employee / official,1,yes,yes,0
<0,6,exist paid till now,car (new),1203,100k - 500k,>= 7 years,3,male:single,none,2,if not A121 : building society savings agreement/ life insurance,43,none,own,1,skilled employee / official,1,yes,yes,1
no checking account,6,critical account/  other credits existing (not at this bank),radio/television,700,unknown/ no savings account,>= 7 years,4,male:single,none,4,unknown / no property,36,none,for free,2,skilled employee / official,1,no,yes,1
no checking account,24,critical account/  other credits existing (not at this bank),repairs,5507,< 100k,>= 7 years,3,male:single,none,4,unknown / no property,44,none,for free,2,skilled employee / official,1,no,yes,1
<0,18,exist paid till now,radio/television,3190,< 100k,1 - 4 years  ,2,female:divorced/separated/married,none,2,real estate,24,none,own,1,skilled employee / official,1,no,yes,0
<0,48,no credits taken/ all paid,furniture/equipment,7119,< 100k,1 - 4 years  ,3,male:single,none,4,unknown / no property,53,none,for free,2,skilled employee / official,2,no,yes,0
no checking account,24,exist paid till now,car (used),3488,100k - 500k,4 - 7 years,3,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,no,yes,1
0 - 200k,18,exist paid till now,radio/television,1113,< 100k,1 - 4 years  ,4,female:divorced/separated/married,guarantor,4,real estate,26,none,own,1,unskilled - resident,2,no,yes,1
0 - 200k,26,exist paid till now,car (used),7966,< 100k,< 1 year,2,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,no,yes,1
no checking account,15,critical account/  other credits existing (not at this bank),education,1532,100k - 500k,1 - 4 years  ,4,female:divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,no,yes,1
no checking account,4,critical account/  other credits existing (not at this bank),radio/television,1503,< 100k,4 - 7 years,2,male:single,none,1,real estate,42,none,own,2,unskilled - resident,2,no,yes,1
<0,36,exist paid till now,radio/television,2302,< 100k,1 - 4 years  ,4,male:divorced/separated,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,rent,1,skilled employee / official,1,no,yes,0
<0,6,exist paid till now,car (new),662,< 100k,< 1 year,3,male:single,none,4,real estate,41,none,own,1,unskilled - resident,2,yes,yes,1
0 - 200k,36,exist paid till now,education,2273,< 100k,4 - 7 years,3,male:single,none,1,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,2,no,yes,1
0 - 200k,15,exist paid till now,car (new),2631,100k - 500k,1 - 4 years  ,2,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,2,skilled employee / official,1,yes,yes,0
no checking account,12,delay in paying off in the past,car (used),1503,< 100k,1 - 4 years  ,4,male:married/widowed,none,4,real estate,41,none,rent,1,skilled employee / official,1,no,yes,1
no checking account,24,exist paid till now,radio/television,1311,100k - 500k,4 - 7 years,4,male:married/widowed,none,3,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,yes,yes,1
no checking account,24,exist paid till now,radio/television,3105,unknown/ no savings account,< 1 year,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,no,yes,1
>= 200k,21,critical account/  other credits existing (not at this bank),education,2319,< 100k,< 1 year,2,male:divorced/separated,none,1,"if not A121/A122 : car or other, not in attribute 6",33,none,rent,1,skilled employee / official,1,no,yes,0
<0,6,exist paid till now,car (new),1374,unknown/ no savings account,unemployed,4,female:divorced/separated/married,none,3,if not A121 : building society savings agreement/ life insurance,75,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,18,critical account/  other credits existing (not at this bank),furniture/equipment,3612,< 100k,>= 7 years,3,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,1,yes,yes,1
<0,48,exist paid till now,car (new),7763,< 100k,>= 7 years,4,male:single,none,4,unknown / no property,42,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,no,yes,0
>= 200k,18,exist paid till now,furniture/equipment,3049,< 100k,< 1 year,1,female:divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,45,stores,own,1,unskilled - resident,1,no,yes,1
0 - 200k,12,exist paid till now,radio/television,1534,< 100k,< 1 year,1,male:married/widowed,none,1,real estate,23,none,rent,1,skilled employee / official,1,no,yes,0
no checking account,24,delay in paying off in the past,car (new),2032,< 100k,>= 7 years,4,male:single,none,4,unknown / no property,60,none,for free,2,skilled employee / official,1,yes,yes,1
<0,30,exist paid till now,furniture/equipment,6350,unknown/ no savings account,>= 7 years,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,no,yes,0
>= 200k,18,exist paid till now,furniture/equipment,2864,< 100k,1 - 4 years  ,2,male:single,none,1,real estate,34,none,own,1,unskilled - resident,2,no,yes,0
no checking account,12,critical account/  other credits existing (not at this bank),car (new),1255,< 100k,>= 7 years,4,male:single,none,4,real estate,61,none,own,2,unskilled - resident,1,no,yes,1
<0,24,delay in paying off in the past,car (new),1333,< 100k,unemployed,4,male:single,none,2,real estate,43,none,for free,2,skilled employee / official,2,no,yes,0
no checking account,24,critical account/  other credits existing (not at this bank),car (new),2022,< 100k,1 - 4 years  ,4,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,yes,yes,1
no checking account,24,exist paid till now,radio/television,1552,< 100k,4 - 7 years,3,male:single,none,1,"if not A121/A122 : car or other, not in attribute 6",32,bank,own,1,skilled employee / official,2,no,yes,1
<0,12,this bank all paid,radio/television,626,< 100k,1 - 4 years  ,4,female:divorced/separated/married,none,4,real estate,24,bank,own,1,unskilled - resident,1,no,yes,0
no checking account,48,critical account/  other credits existing (not at this bank),car (used),8858,unknown/ no savings account,4 - 7 years,2,male:single,none,1,unknown / no property,35,none,for free,2,skilled employee / official,1,yes,yes,1
no checking account,12,critical account/  other credits existing (not at this bank),repairs,996,unknown/ no savings account,4 - 7 years,4,female:divorced/separated/married,none,4,real estate,23,none,own,2,skilled employee / official,1,no,yes,1
no checking account,6,this bank all paid,radio/television,1750,500k - 1M,>= 7 years,2,male:single,none,4,if not A121 : building society savings agreement/ life insurance,45,bank,own,1,unskilled - resident,2,no,yes,1
<0,48,exist paid till now,radio/television,6999,< 100k,4 - 7 years,1,male:married/widowed,guarantor,1,real estate,34,none,own,2,skilled employee / official,1,yes,yes,0
0 - 200k,12,critical account/  other credits existing (not at this bank),car (new),1995,100k - 500k,< 1 year,4,male:single,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,no,yes,1
0 - 200k,9,exist paid till now,education,1199,< 100k,4 - 7 years,4,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,67,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,12,exist paid till now,radio/television,1331,< 100k,< 1 year,2,male:single,none,1,"if not A121/A122 : car or other, not in attribute 6",22,stores,own,1,skilled employee / official,1,no,yes,0
0 - 200k,18,no credits taken/ all paid,car (new),2278,100k - 500k,< 1 year,3,female:divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,no,yes,0
no checking account,21,no credits taken/ all paid,car (new),5003,unknown/ no savings account,1 - 4 years  ,1,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,29,bank,own,2,skilled employee / official,1,yes,yes,0
<0,24,this bank all paid,furniture/equipment,3552,< 100k,4 - 7 years,3,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,no,yes,0
0 - 200k,18,critical account/  other credits existing (not at this bank),furniture/equipment,1928,< 100k,< 1 year,2,male:single,none,2,real estate,31,none,own,2,unskilled - resident,1,no,yes,0
<0,24,exist paid till now,car (used),2964,unknown/ no savings account,>= 7 years,4,male:single,none,4,unknown / no property,49,bank,for free,1,skilled employee / official,2,yes,yes,1
<0,24,this bank all paid,radio/television,1546,< 100k,4 - 7 years,4,male:single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",24,bank,rent,1,unskilled - resident,1,no,yes,0
>= 200k,6,delay in paying off in the past,radio/television,683,< 100k,< 1 year,2,female:divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,29,bank,own,1,skilled employee / official,1,no,yes,1
0 - 200k,36,exist paid till now,car (new),12389,unknown/ no savings account,1 - 4 years  ,1,male:single,none,4,unknown / no property,37,none,for free,1,skilled employee / official,1,yes,yes,0
0 - 200k,24,delay in paying off in the past,business,4712,unknown/ no savings account,1 - 4 years  ,4,male:single,none,2,if not A121 : building society savings agreement/ life insurance,37,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,24,delay in paying off in the past,radio/television,1553,100k - 500k,4 - 7 years,3,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,23,none,rent,2,skilled employee / official,1,yes,yes,1
<0,12,exist paid till now,car (new),1372,< 100k,4 - 7 years,2,male:divorced/separated,none,3,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,no,yes,0
no checking account,24,critical account/  other credits existing (not at this bank),radio/television,2578,>= 1M,>= 7 years,2,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,no,yes,1
0 - 200k,48,exist paid till now,radio/television,3979,unknown/ no savings account,4 - 7 years,4,male:single,none,1,"if not A121/A122 : car or other, not in attribute 6",41,none,own,2,skilled employee / official,2,yes,yes,1
<0,48,exist paid till now,radio/television,6758,< 100k,1 - 4 years  ,3,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,yes,yes,0
<0,24,exist paid till now,furniture/equipment,3234,< 100k,< 1 year,4,female:divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled - resident,1,yes,yes,0
no checking account,30,critical account/  other credits existing (not at this bank),radio/television,5954,< 100k,4 - 7 years,3,male:single,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,no,yes,1
no checking account,24,exist paid till now,car (used),5433,unknown/ no savings account,unemployed,2,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
<0,15,exist paid till now,business,806,< 100k,1 - 4 years  ,4,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,22,none,own,1,unskilled - resident,1,no,yes,1
0 - 200k,9,exist paid till now,radio/television,1082,< 100k,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,unskilled - resident,1,no,yes,1
no checking account,15,critical account/  other credits existing (not at this bank),furniture/equipment,2788,< 100k,4 - 7 years,2,female:divorced/separated/married,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",24,bank,own,2,skilled employee / official,1,no,yes,1
0 - 200k,12,exist paid till now,radio/television,2930,< 100k,4 - 7 years,2,female:divorced/separated/married,none,1,real estate,27,none,own,1,skilled employee / official,1,no,yes,1
no checking account,24,critical account/  other credits existing (not at this bank),education,1927,unknown/ no savings account,1 - 4 years  ,3,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,yes,yes,1
0 - 200k,36,critical account/  other credits existing (not at this bank),car (new),2820,< 100k,< 1 year,4,male:divorced/separated,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,no,yes,0
no checking account,24,exist paid till now,retraining,937,< 100k,< 1 year,4,male:married/widowed,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,unskilled - resident,1,no,yes,1
0 - 200k,18,critical account/  other credits existing (not at this bank),car (new),1056,< 100k,>= 7 years,3,male:single,guarantor,3,real estate,30,bank,own,2,skilled employee / official,1,no,yes,0
0 - 200k,12,critical account/  other credits existing (not at this bank),car (new),3124,< 100k,< 1 year,1,male:single,none,3,real estate,49,bank,own,2,unskilled - resident,2,no,yes,1
no checking account,9,exist paid till now,furniture/equipment,1388,< 100k,1 - 4 years  ,4,female:divorced/separated/married,none,2,real estate,26,none,rent,1,skilled employee / official,1,no,yes,1
0 - 200k,36,exist paid till now,repairs,2384,< 100k,< 1 year,4,male:single,none,1,unknown / no property,33,none,rent,1,unskilled - resident,1,no,yes,0
no checking account,12,exist paid till now,car (new),2133,unknown/ no savings account,>= 7 years,4,female:divorced/separated/married,none,4,unknown / no property,52,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
<0,18,exist paid till now,furniture/equipment,2039,< 100k,1 - 4 years  ,1,female:divorced/separated/married,none,4,real estate,20,bank,rent,1,skilled employee / official,1,no,yes,0
<0,9,critical account/  other credits existing (not at this bank),car (new),2799,< 100k,1 - 4 years  ,2,male:single,none,2,real estate,36,none,rent,2,skilled employee / official,2,no,yes,1
<0,12,exist paid till now,furniture/equipment,1289,< 100k,1 - 4 years  ,4,male:single,guarantor,1,if not A121 : building society savings agreement/ life insurance,21,none,own,1,unskilled - resident,1,no,yes,1
<0,18,exist paid till now,domestic appliances,1217,< 100k,1 - 4 years  ,4,male:married/widowed,none,3,real estate,47,none,own,1,unskilled - resident,1,yes,yes,0
<0,12,critical account/  other credits existing (not at this bank),furniture/equipment,2246,< 100k,>= 7 years,3,male:single,none,3,if not A121 : building society savings agreement/ life insurance,60,none,own,2,skilled employee / official,1,no,yes,0
<0,12,critical account/  other credits existing (not at this bank),radio/television,385,< 100k,4 - 7 years,4,female:divorced/separated/married,none,3,real estate,58,none,own,4,unskilled - resident,1,yes,yes,1
0 - 200k,24,delay in paying off in the past,car (new),1965,unknown/ no savings account,1 - 4 years  ,4,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,rent,2,skilled employee / official,1,yes,yes,1
no checking account,21,exist paid till now,business,1572,>= 1M,>= 7 years,4,female:divorced/separated/married,none,4,real estate,36,bank,own,1,unskilled - resident,1,no,yes,1
0 - 200k,24,exist paid till now,car (new),2718,< 100k,1 - 4 years  ,3,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,20,none,rent,1,unskilled - resident,1,yes,yes,0
<0,24,this bank all paid,others,1358,unknown/ no savings account,>= 7 years,4,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",40,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
0 - 200k,6,this bank all paid,car (new),931,100k - 500k,< 1 year,1,female:divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,32,stores,own,1,unskilled - resident,1,no,yes,0
<0,24,exist paid till now,car (new),1442,< 100k,4 - 7 years,4,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,no,yes,0
0 - 200k,24,no credits taken/ all paid,business,4241,< 100k,1 - 4 years  ,1,male:single,none,4,real estate,36,none,own,3,unskilled - resident,1,yes,yes,0
no checking account,18,critical account/  other credits existing (not at this bank),car (new),2775,< 100k,4 - 7 years,2,male:single,none,2,if not A121 : building society savings agreement/ life insurance,31,bank,own,2,skilled employee / official,1,no,yes,0
no checking account,24,delay in paying off in the past,business,3863,< 100k,1 - 4 years  ,1,male:single,none,2,unknown / no property,32,none,for free,1,skilled employee / official,1,no,yes,1
0 - 200k,7,exist paid till now,radio/television,2329,< 100k,< 1 year,1,female:divorced/separated/married,guarantor,1,real estate,45,none,own,1,skilled employee / official,1,no,yes,1
0 - 200k,9,exist paid till now,furniture/equipment,918,< 100k,1 - 4 years  ,4,female:divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,no,yes,0
0 - 200k,24,this bank all paid,education,1837,< 100k,4 - 7 years,4,female:divorced/separated/married,none,4,unknown / no property,34,bank,for free,1,unskilled - resident,1,no,yes,0
no checking account,36,exist paid till now,furniture/equipment,3349,< 100k,1 - 4 years  ,4,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
>= 200k,10,exist paid till now,furniture/equipment,1275,< 100k,< 1 year,4,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,no,yes,1
<0,24,this bank all paid,furniture/equipment,2828,500k - 1M,1 - 4 years  ,4,male:single,none,4,real estate,22,stores,own,1,skilled employee / official,1,yes,yes,1
no checking account,24,critical account/  other credits existing (not at this bank),business,4526,< 100k,1 - 4 years  ,3,male:single,none,2,real estate,74,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,36,exist paid till now,radio/television,2671,100k - 500k,1 - 4 years  ,4,female:divorced/separated/married,co-applicant,4,unknown / no property,50,none,for free,1,skilled employee / official,1,no,yes,0
no checking account,18,exist paid till now,radio/television,2051,< 100k,< 1 year,4,male:single,none,1,real estate,33,none,own,1,skilled employee / official,1,no,yes,1
no checking account,15,exist paid till now,car (used),1300,unknown/ no savings account,>= 7 years,4,male:single,none,4,unknown / no property,45,bank,for free,1,skilled employee / official,2,no,yes,1
<0,12,exist paid till now,domestic appliances,741,100k - 500k,unemployed,4,female:divorced/separated/married,none,3,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,no,yes,0
>= 200k,10,exist paid till now,car (new),1240,100k - 500k,>= 7 years,1,female:divorced/separated/married,none,4,unknown / no property,48,none,for free,1,unskilled - resident,2,no,yes,0
<0,21,exist paid till now,radio/television,3357,>= 1M,< 1 year,4,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",29,bank,own,1,skilled employee / official,1,no,yes,1
<0,24,this bank all paid,car (used),3632,< 100k,1 - 4 years  ,1,female:divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",22,bank,rent,1,skilled employee / official,1,no,no,1
no checking account,18,delay in paying off in the past,furniture/equipment,1808,< 100k,4 - 7 years,4,female:divorced/separated/married,none,1,real estate,22,none,own,1,skilled employee / official,1,no,yes,0
0 - 200k,48,no credits taken/ all paid,business,12204,unknown/ no savings account,1 - 4 years  ,2,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",48,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,60,delay in paying off in the past,radio/television,9157,unknown/ no savings account,1 - 4 years  ,2,male:single,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,no,yes,1
<0,6,critical account/  other credits existing (not at this bank),car (new),3676,< 100k,1 - 4 years  ,1,male:single,none,3,real estate,37,none,rent,3,skilled employee / official,2,no,yes,1
0 - 200k,30,exist paid till now,furniture/equipment,3441,100k - 500k,1 - 4 years  ,2,female:divorced/separated/married,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,no,yes,0
no checking account,12,exist paid till now,car (new),640,< 100k,1 - 4 years  ,4,male:divorced/separated,none,2,real estate,49,none,own,1,unskilled - resident,1,no,yes,1
0 - 200k,21,critical account/  other credits existing (not at this bank),business,3652,< 100k,4 - 7 years,2,male:single,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,no,yes,1
no checking account,18,critical account/  other credits existing (not at this bank),car (new),1530,< 100k,1 - 4 years  ,3,male:single,none,2,if not A121 : building society savings agreement/ life insurance,32,bank,own,2,skilled employee / official,1,no,yes,0
no checking account,48,exist paid till now,business,3914,unknown/ no savings account,1 - 4 years  ,4,male:divorced/separated,none,2,real estate,38,bank,own,1,skilled employee / official,1,no,yes,0
<0,12,exist paid till now,furniture/equipment,1858,< 100k,< 1 year,4,female:divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,no,yes,1
<0,18,exist paid till now,radio/television,2600,< 100k,1 - 4 years  ,4,male:single,none,4,unknown / no property,65,none,for free,2,skilled employee / official,1,no,yes,0
no checking account,15,exist paid till now,radio/television,1979,unknown/ no savings account,>= 7 years,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,no,yes,1
>= 200k,6,exist paid till now,furniture/equipment,2116,< 100k,1 - 4 years  ,2,male:single,none,2,real estate,41,none,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,9,this bank all paid,car (new),1437,100k - 500k,4 - 7 years,2,male:single,none,3,unknown / no property,29,none,own,1,skilled employee / official,1,no,yes,0
no checking account,42,critical account/  other credits existing (not at this bank),furniture/equipment,4042,500k - 1M,1 - 4 years  ,4,male:single,none,4,real estate,36,none,own,2,skilled employee / official,1,yes,yes,1
no checking account,9,exist paid till now,education,3832,unknown/ no savings account,>= 7 years,1,male:single,none,4,real estate,64,none,own,1,unskilled - resident,1,no,yes,1
<0,24,exist paid till now,radio/television,3660,< 100k,1 - 4 years  ,2,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,no,yes,1
